address,predicted_block,predicted_street,predicted_building,predicted_floor_num,predicted_unit_num,predicted_country,predicted_postal_code,block,street,building,floor_num,unit_num,country,postal_code,accuracy,latitude,longitude
145 #24-74 SIMEI STREET 2 SINGAPORE 520145,145,SIMEI STREET 2,,24,74,SINGAPORE,520145,145,SIMEI STREET 2,,24,74,SINGAPORE,520145,1.0,1.3448358,103.9555783
354 #10-01 CHOA CHU KANG CENTRAL SINGAPORE 680354,354,CHOA CHU KANG CENTRAL,,10,01,SINGAPORE,680354,354,CHOA CHU KANG CENTRAL,,10,01,SINGAPORE,680354,1.0,1.3826432,103.7435324
842 TAMPINES STREET 82 TAMPINES VILLE #14-88 SINGAPORE 520842,842,TAMPINES STREET 82,TAMPINES VILLE,14,88,SINGAPORE,520842,842,TAMPINES STREET 82,TAMPINES VILLE,14,88,SINGAPORE,520842,1.0,1.3518312,103.9356829
308 #18-11 ANG MO KIO AVENUE 1 TECK GHEE VISTA SINGAPORE 563308,308,ANG MO KIO AVENUE 1,TECK GHEE VISTA,18,11,SINGAPORE,563308,308,ANG MO KIO AVENUE 1,TECK GHEE VISTA,18,11,SINGAPORE,563308,1.0,1.365403,103.8447676
234 #01-23 TAMPINES STREET 21 SINGAPORE 521234,234,TAMPINES STREET 21,,01,23,SINGAPORE,521234,234,TAMPINES STREET 21,,01,23,SINGAPORE,521234,1.0,1.3559027,103.9482585
288 CHOA CHU KANG AVENUE 3 #13-02 HDB PUBLIC SHELTERS SINGAPORE 680288,288,CHOA CHU KANG AVENUE 3,HDB PUBLIC SHELTERS,13,02,SINGAPORE,680288,288,CHOA CHU KANG AVENUE 3,HDB PUBLIC SHELTERS,13,02,SINGAPORE,680288,1.0,1.3790902,103.7413146
20 #24-20 PING-AN GARDENS CHAI CHEE ROAD SINGAPORE 461020,20,CHAI CHEE ROAD,PING-AN GARDENS,24,20,SINGAPORE,461020,20,CHAI CHEE ROAD,PING-AN GARDENS,24,20,SINGAPORE,461020,1.0,1.3260784,103.9230994
125 GEYLANG EAST AVENUE 1 GEYLANG EAST GROVE #21-28 SINGAPORE 381125,125,GEYLANG EAST AVENUE 1,GEYLANG EAST GROVE,21,28,SINGAPORE,381125,125,GEYLANG EAST AVENUE 1,GEYLANG EAST GROVE,21,28,SINGAPORE,381125,1.0,1.3177378,103.8866486
147 BEDOK RESERVOIR ROAD #10-98 EUNOS SPRING SINGAPORE 470147,147,BEDOK RESERVOIR ROAD,EUNOS SPRING,10,98,SINGAPORE,470147,147,BEDOK RESERVOIR ROAD,EUNOS SPRING,10,98,SINGAPORE,470147,1.0,1.3348851,103.9117342
943 #26-42 TAMPINES PALMSVILLE TAMPINES AVENUE 5 SINGAPORE 520943,943,TAMPINES AVENUE 5,TAMPINES PALMSVILLE,26,42,SINGAPORE,520943,943,TAMPINES AVENUE 5,TAMPINES PALMSVILLE,26,42,SINGAPORE,520943,1.0,1.3502778,103.9411968
342A YISHUN RING ROAD YISHUN NATURA #24-79 SINGAPORE 761342,342A,YISHUN RING ROAD,YISHUN NATURA,24,79,SINGAPORE,761342,342A,YISHUN RING ROAD,YISHUN NATURA,24,79,SINGAPORE,761342,1.0,1.4306411,103.8443476
366 #21-29 YISHUN RING ROAD YISHUN GLORY SINGAPORE 760366,366,YISHUN RING ROAD,YISHUN GLORY,21,29,SINGAPORE,760366,366,YISHUN RING ROAD,YISHUN GLORY,21,29,SINGAPORE,760366,1.0,50.5719144,13.811111082474234
11 MARSILING GARDENS MARSILING DRIVE #04-12 SINGAPORE 730011,11,MARSILING DRIVE,MARSILING GARDENS,04,12,SINGAPORE,730011,11,MARSILING DRIVE,MARSILING GARDENS,04,12,SINGAPORE,730011,1.0,1.4404082,103.7779325
747B BEDOK RESERVOIR CRESCENT #24-03 BELVIA SINGAPORE 472747,747B,BEDOK RESERVOIR CRESCENT,BELVIA,24,03,SINGAPORE,472747,747B,BEDOK RESERVOIR CRESCENT,BELVIA,24,03,SINGAPORE,472747,1.0,1.3366405,103.921611
669C #16-79 JURONG WEST STREET 64 SINGAPORE 643669,669C,JURONG WEST STREET 64,,16,79,SINGAPORE,643669,669C,JURONG WEST STREET 64,,16,79,SINGAPORE,643669,1.0,1.3433972,103.702659
107 #23-49 BUKIT PURMEI VILLE BUKIT PURMEI ROAD SINGAPORE 090107,107,BUKIT PURMEI ROAD,BUKIT PURMEI VILLE,23,49,SINGAPORE,090107,107,BUKIT PURMEI ROAD,BUKIT PURMEI VILLE,23,49,SINGAPORE,090107,1.0,-2.2392009875,-79.887885825
12 MARINE TERRACE #12-14 MARINE TERRACE BREEZE SINGAPORE 440012,12,MARINE TERRACE,MARINE TERRACE BREEZE,12,14,SINGAPORE,440012,12,MARINE TERRACE,MARINE TERRACE BREEZE,12,14,SINGAPORE,440012,1.0,53.17173276363636,44.97424145454546
860 TAMPINES PARKVIEW TAMPINES AVENUE 5 #26-97 SINGAPORE 520860,860,TAMPINES AVENUE 5,TAMPINES PARKVIEW,26,97,SINGAPORE,520860,860,TAMPINES AVENUE 5,TAMPINES PARKVIEW,26,97,SINGAPORE,520860,1.0,1.3554435,103.9378907
2 MARINE TERRACE WALK MARINE TERRACE #13-70 SINGAPORE 440002,2,MARINE TERRACE,MARINE TERRACE WALK,13,70,SINGAPORE,440002,2,MARINE TERRACE,MARINE TERRACE WALK,13,70,SINGAPORE,440002,1.0,21.141973108108107,79.04981068108108
33 #23-52 TEBAN GARDENS ROAD SINGAPORE 600033,33,TEBAN GARDENS ROAD,,23,52,SINGAPORE,600033,33,TEBAN GARDENS ROAD,,23,52,SINGAPORE,600033,1.0,13.035528277083333,80.22174639375
221 #05-23 PASIR RIS STREET 21 HDB PUBLIC SHELTERS SINGAPORE 510221,221,PASIR RIS STREET 21,HDB PUBLIC SHELTERS,05,23,SINGAPORE,510221,221,PASIR RIS STREET 21,HDB PUBLIC SHELTERS,05,23,SINGAPORE,510221,1.0,1.3705726,103.9619525
289C NATURE VIEW BUKIT BATOK STREET 25 #10-54 SINGAPORE 652289,289C,BUKIT BATOK STREET 25,NATURE VIEW,10,54,SINGAPORE,652289,289C,BUKIT BATOK STREET 25,NATURE VIEW,10,54,SINGAPORE,652289,1.0,1.343724,103.7599909
739 #12-20 JURONG WEST STREET 73 CARPE DIEM KIDSWORLD PTE. LTD. SINGAPORE 640739,739,JURONG WEST STREET 73,CARPE DIEM KIDSWORLD PTE. LTD.,12,20,SINGAPORE,640739,739,JURONG WEST STREET 73,CARPE DIEM KIDSWORLD PTE. LTD.,12,20,SINGAPORE,640739,1.0,1.34622,103.7000253
489 #29-09 JURONG WEST AVENUE 1 JURONGVILLE @ AVENUE 1 SINGAPORE 640489,489,JURONG WEST AVENUE 1,JURONGVILLE @ AVENUE 1,29,09,SINGAPORE,640489,489,JURONG WEST AVENUE 1,JURONGVILLE @ AVENUE 1,29,09,SINGAPORE,640489,1.0,1.3491504,103.727261
470 TECK GHEE HORIZON #15-57 ANG MO KIO AVENUE 10 SINGAPORE 560470,470,ANG MO KIO AVENUE 10,TECK GHEE HORIZON,15,57,SINGAPORE,560470,470,ANG MO KIO AVENUE 10,TECK GHEE HORIZON,15,57,SINGAPORE,560470,1.0,1.3641057,103.8567598
206B #23-81 COMPASSVALE PLACE COMPASSVALE LANE SINGAPORE 542206,206B,COMPASSVALE LANE,COMPASSVALE PLACE,23,81,SINGAPORE,542206,206B,COMPASSVALE LANE,COMPASSVALE PLACE,23,81,SINGAPORE,542206,1.0,1.3873368,103.8971764
118 EDGEFIELD PLACEAINS #02-12 SINGAPORE 820118,118,EDGEFIELD PLACEAINS,,02,12,SINGAPORE,820118,118,EDGEFIELD PLACEAINS,,02,12,SINGAPORE,820118,1.0,1.4026394,103.8976912
209C COMPASSVALE VIEW #04-94 COMPASSVALE LANE SINGAPORE 543209,209C,COMPASSVALE LANE,COMPASSVALE VIEW,04,94,SINGAPORE,543209,209C,COMPASSVALE LANE,COMPASSVALE VIEW,04,94,SINGAPORE,543209,1.0,48.9345572,20.8683005
715 CLEMENTI WEST STREET 2 #06-42 VISTA 18 SINGAPORE 120715,715,CLEMENTI WEST STREET 2,VISTA 18,06,42,SINGAPORE,120715,715,CLEMENTI WEST STREET 2,VISTA 18,06,42,SINGAPORE,120715,1.0,1.3029327,103.7622111
701 CHOA CHU KANG STREET 53 #26-11 SINGAPORE 680701,701,CHOA CHU KANG STREET 53,,26,11,SINGAPORE,680701,701,CHOA CHU KANG STREET 53,,26,11,SINGAPORE,680701,1.0,10.377172975,76.1791553
714 CLEMENTI WEST STREET 2 #01-90 LITTLE DOLPHINS PLAYSKOOL SINGAPORE 120714,714,CLEMENTI WEST STREET 2,LITTLE DOLPHINS PLAYSKOOL,01,90,SINGAPORE,120714,714,CLEMENTI WEST STREET 2,LITTLE DOLPHINS PLAYSKOOL,01,90,SINGAPORE,120714,1.0,1.304099,103.7617849
423 ANG MO KIO AVENUE 3 #13-07 CHONG BOON VIEW SINGAPORE 560423,423,ANG MO KIO AVENUE 3,CHONG BOON VIEW,13,07,SINGAPORE,560423,423,ANG MO KIO AVENUE 3,CHONG BOON VIEW,13,07,SINGAPORE,560423,1.0,1.3687301,103.8515596
308A PUNGGOL WALK #14-94 GREENLAND CHILDCARE @ PUNGGOL PTE LTD SINGAPORE 821308,308A,PUNGGOL WALK,GREENLAND CHILDCARE @ PUNGGOL PTE LTD,14,94,SINGAPORE,821308,308A,PUNGGOL WALK,GREENLAND CHILDCARE @ PUNGGOL PTE LTD,14,94,SINGAPORE,821308,1.0,1.4073674,103.9003526
102E CITILINK WAREHOUSE COMPLEX PASIR PANJANG ROAD #1-1 SINGAPORE 118529,102E,PASIR PANJANG ROAD,CITILINK WAREHOUSE COMPLEX,1,1,SINGAPORE,118529,102E,PASIR PANJANG ROAD,CITILINK WAREHOUSE COMPLEX,1,1,SINGAPORE,118529,1.0,9.891170800000001,124.55839003176584
43 #02-53 PING YI GARDENS CHAI CHEE STREET SINGAPORE 461043,43,CHAI CHEE STREET,PING YI GARDENS,02,53,SINGAPORE,461043,43,CHAI CHEE STREET,PING YI GARDENS,02,53,SINGAPORE,461043,1.0,52.768702627272724,52.26486102727272
726 TAMPINES COURTVIEW TAMPINES STREET 71 #14-05 SINGAPORE 520726,726,TAMPINES STREET 71,TAMPINES COURTVIEW,14,05,SINGAPORE,520726,726,TAMPINES STREET 71,TAMPINES COURTVIEW,14,05,SINGAPORE,520726,1.0,1.3570288,103.9359115
271 PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK EAST 271 (CC) TOH GUAN ROAD #20-71 SINGAPORE 600271,271,TOH GUAN ROAD,PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK EAST 271 (CC),20,71,SINGAPORE,600271,271,TOH GUAN ROAD,PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK EAST 271 (CC),20,71,SINGAPORE,600271,1.0,1.341679,103.7462791
722 #01-73 RESERVOIR VIEW BEDOK RESERVOIR ROAD SINGAPORE 470722,722,BEDOK RESERVOIR ROAD,RESERVOIR VIEW,01,73,SINGAPORE,470722,722,BEDOK RESERVOIR ROAD,RESERVOIR VIEW,01,73,SINGAPORE,470722,1.0,1.3366844,103.9283518
304 CLEMENTI MEADOWS #27-25 CLEMENTI AVENUE 4 SINGAPORE 120304,304,CLEMENTI AVENUE 4,CLEMENTI MEADOWS,27,25,SINGAPORE,120304,304,CLEMENTI AVENUE 4,CLEMENTI MEADOWS,27,25,SINGAPORE,120304,1.0,11.5656046,104.9180714
491 JURONGVILLE @ AVENUE 1 JURONG WEST AVENUE 1 #22-95 SINGAPORE 640491,491,JURONG WEST AVENUE 1,JURONGVILLE @ AVENUE 1,22,95,SINGAPORE,640491,491,JURONG WEST AVENUE 1,JURONGVILLE @ AVENUE 1,22,95,SINGAPORE,640491,1.0,1.34950825,103.72627065
91 #15-30 COMMONWEALTH VIEW TANGLIN HALT ROAD SINGAPORE 142091,91,TANGLIN HALT ROAD,COMMONWEALTH VIEW,15,30,SINGAPORE,142091,91,TANGLIN HALT ROAD,COMMONWEALTH VIEW,15,30,SINGAPORE,142091,1.0,1.3007589,103.7994246
17 CANTONMENT CLOSE #14-75 CANTONMENT TOWERS SINGAPORE 080017,17,CANTONMENT CLOSE,CANTONMENT TOWERS,14,75,SINGAPORE,080017,17,CANTONMENT CLOSE,CANTONMENT TOWERS,14,75,SINGAPORE,080017,1.0,1.2738203,103.8398831
1 TELOK BLANGAH CRESCENT MOUNT FABER GREEN #02-31 SINGAPORE 090001,1,TELOK BLANGAH CRESCENT,MOUNT FABER GREEN,02,31,SINGAPORE,090001,1,TELOK BLANGAH CRESCENT,MOUNT FABER GREEN,02,31,SINGAPORE,090001,1.0,51.17480743333333,51.362080266666666
23 HAIG VISTA HAIG ROAD #09-42 SINGAPORE 430023,23,HAIG ROAD,HAIG VISTA,09,42,SINGAPORE,430023,23,HAIG ROAD,HAIG VISTA,09,42,SINGAPORE,430023,1.0,54.2206859060606,45.14324037878788
307 BUKIT BATOK STREET 31 HONG KAH GREEN #20-25 SINGAPORE 650307,307,BUKIT BATOK STREET 31,HONG KAH GREEN,20,25,SINGAPORE,650307,307,BUKIT BATOK STREET 31,HONG KAH GREEN,20,25,SINGAPORE,650307,1.0,49.2448832,16.42910772542419
357 #10-72 HOUGANG AVENUE 7 SINGAPORE 530357,357,HOUGANG AVENUE 7,,10,72,SINGAPORE,530357,357,HOUGANG AVENUE 7,,10,72,SINGAPORE,530357,1.0,1.3728884,103.89962
16 TECK WHYE HEIGHTS III TECK WHYE LANE #05-12 SINGAPORE 680016,16,TECK WHYE LANE,TECK WHYE HEIGHTS III,05,12,SINGAPORE,680016,16,TECK WHYE LANE,TECK WHYE HEIGHTS III,05,12,SINGAPORE,680016,1.0,9.9646186,76.2898516
924 TAMPINES STREET 91 #12-64 TAMPINES PALMSPRING SINGAPORE 520924,924,TAMPINES STREET 91,TAMPINES PALMSPRING,12,64,SINGAPORE,520924,924,TAMPINES STREET 91,TAMPINES PALMSPRING,12,64,SINGAPORE,520924,1.0,1.3467498,103.9407592
601 #27-57 SENJA ROAD SINGAPORE 670601,601,SENJA ROAD,,27,57,SINGAPORE,670601,601,SENJA ROAD,,27,57,SINGAPORE,670601,1.0,11.961850084615383,75.41639663846155
123 #03-89 HOUGANG AVENUE 1 SINGAPORE 530123,123,HOUGANG AVENUE 1,,03,89,SINGAPORE,530123,123,HOUGANG AVENUE 1,,03,89,SINGAPORE,530123,1.0,46.3409321,25.80865622352941
452 #15-17 HDB PUBLIC SHELTERS PASIR RIS DRIVE 6 SINGAPORE 510452,452,PASIR RIS DRIVE 6,HDB PUBLIC SHELTERS,15,17,SINGAPORE,510452,452,PASIR RIS DRIVE 6,HDB PUBLIC SHELTERS,15,17,SINGAPORE,510452,1.0,1.3714721,103.957374
56 TEBAN GARDENS ROAD TEBAN VIEW #29-44 SINGAPORE 600056,56,TEBAN GARDENS ROAD,TEBAN VIEW,29,44,SINGAPORE,600056,56,TEBAN GARDENS ROAD,TEBAN VIEW,29,44,SINGAPORE,600056,1.0,13.060141704166668,80.1203733125
102 #20-87 JALAN DUSUN AH HOOD GARDENS SINGAPORE 320102,102,JALAN DUSUN,AH HOOD GARDENS,20,87,SINGAPORE,320102,102,JALAN DUSUN,AH HOOD GARDENS,20,87,SINGAPORE,320102,1.0,52.1396376,21.0688865
48 CIRCUIT ROAD #16-90 MACPHERSON GARDEN SINGAPORE 370048,48,CIRCUIT ROAD,MACPHERSON GARDEN,16,90,SINGAPORE,370048,48,CIRCUIT ROAD,MACPHERSON GARDEN,16,90,SINGAPORE,370048,1.0,1.3254157,103.885585
883 TAMPINES SPRING #15-28 TAMPINES STREET 84 SINGAPORE 520883,883,TAMPINES STREET 84,TAMPINES SPRING,15,28,SINGAPORE,520883,883,TAMPINES STREET 84,TAMPINES SPRING,15,28,SINGAPORE,520883,1.0,1.3518527,103.9328693
113 BEDOK RESERVOIR ROAD #23-66 EUNOS VISTA SINGAPORE 470113,113,BEDOK RESERVOIR ROAD,EUNOS VISTA,23,66,SINGAPORE,470113,113,BEDOK RESERVOIR ROAD,EUNOS VISTA,23,66,SINGAPORE,470113,1.0,24.21360152857143,78.20265782857143
471 CHOA CHU KANG AVENUE 3 #23-13 SINGAPORE 680471,471,CHOA CHU KANG AVENUE 3,,23,13,SINGAPORE,680471,471,CHOA CHU KANG AVENUE 3,,23,13,SINGAPORE,680471,1.0,1.3786656,103.7373905
40 CIRCUIT ROAD #23-72 SINGAPORE 370040,40,CIRCUIT ROAD,,23,72,SINGAPORE,370040,40,CIRCUIT ROAD,,23,72,SINGAPORE,370040,1.0,23.270728223809524,69.46206761428571
481 #10-81 JURONGVILLE @ STREET 41 JURONG WEST STREET 41 SINGAPORE 640481,481,JURONG WEST STREET 41,JURONGVILLE @ STREET 41,10,81,SINGAPORE,640481,481,JURONG WEST STREET 41,JURONGVILLE @ STREET 41,10,81,SINGAPORE,640481,1.0,1.3469393,103.7256341
346 #01-76 UBI AVENUE 1 KAMPONG UBI VIEW SINGAPORE 400346,346,UBI AVENUE 1,KAMPONG UBI VIEW,01,76,SINGAPORE,400346,346,UBI AVENUE 1,KAMPONG UBI VIEW,01,76,SINGAPORE,400346,1.0,1.3259895,103.8996891
128 #13-01 BUKIT MERAH VIEW BUKIT MERAH VIEW SINGAPORE 150128,128,BUKIT MERAH VIEW,,13,01,SINGAPORE,150128,128,BUKIT MERAH VIEW,BUKIT MERAH VIEW,13,01,SINGAPORE,150128,0.8571428571428571,1.2827456,103.8236784
346 #08-25 CLEMENTI AVENUE 5 SINGAPORE 120346,346,CLEMENTI AVENUE 5,,08,25,SINGAPORE,120346,346,CLEMENTI AVENUE 5,,08,25,SINGAPORE,120346,1.0,1.3169975,103.7701623
6A BOON TIONG ARCADIA #19-29 BOON TIONG ROAD SINGAPORE 164006,6A,BOON TIONG ROAD,BOON TIONG ARCADIA,19,29,SINGAPORE,164006,6A,BOON TIONG ROAD,BOON TIONG ARCADIA,19,29,SINGAPORE,164006,1.0,49.8612068,-124.5151668
166A PUNGGOL CENTRAL #07-21 SINGAPORE 821166,166A,PUNGGOL CENTRAL,,07,21,SINGAPORE,821166,166A,PUNGGOL CENTRAL,,07,21,SINGAPORE,821166,1.0,-7.45134,-77.9449
501 BUKIT BATOK STREET 52 #15-30 STAR LEARNERS @ BUKIT BATOK PTE. LTD. SINGAPORE 650501,501,BUKIT BATOK STREET 52,STAR LEARNERS @ BUKIT BATOK PTE. LTD.,15,30,SINGAPORE,650501,501,BUKIT BATOK STREET 52,STAR LEARNERS @ BUKIT BATOK PTE. LTD.,15,30,SINGAPORE,650501,1.0,55.308051166666665,86.00689685
26 TECK WHYE HEIGHTS II #22-80 TECK WHYE LANE SINGAPORE 680026,26,TECK WHYE LANE,TECK WHYE HEIGHTS II,22,80,SINGAPORE,680026,26,TECK WHYE LANE,TECK WHYE HEIGHTS II,22,80,SINGAPORE,680026,1.0,10.488501791304348,76.22540972608697
2 BEDOK SOUTH AVENUE 1 #16-71 SINGAPORE 460002,2,BEDOK SOUTH AVENUE 1,,16,71,SINGAPORE,460002,2,BEDOK SOUTH AVENUE 1,,16,71,SINGAPORE,460002,1.0,51.7758339,55.0853451
20 #03-16 MARINE TERRACE BREEZE MARINE TERRACE SINGAPORE 440020,20,MARINE TERRACE,MARINE TERRACE BREEZE,03,16,SINGAPORE,440020,20,MARINE TERRACE,MARINE TERRACE BREEZE,03,16,SINGAPORE,440020,1.0,21.1231778,79.063819
BLOCK 230 BUKIT BATOK EAST AVENUE 3 #05-72 SINGAPORE 650230,230,BUKIT BATOK EAST AVENUE 3,,05,72,SINGAPORE,650230,230,BUKIT BATOK EAST AVENUE 3,,05,72,SINGAPORE,650230,1.0,1.3477981,103.7548284
410 SUN PLAZA VIEW #19-55 TAMPINES STREET 41 SINGAPORE 520410,410,TAMPINES STREET 41,SUN PLAZA VIEW,19,55,SINGAPORE,520410,410,TAMPINES STREET 41,SUN PLAZA VIEW,19,55,SINGAPORE,520410,1.0,1.358796,103.9462588
11 #14-76 CANTONMENT TOWERS CANTONMENT CLOSE SINGAPORE 080011,11,CANTONMENT CLOSE,CANTONMENT TOWERS,14,76,SINGAPORE,080011,11,CANTONMENT CLOSE,CANTONMENT TOWERS,14,76,SINGAPORE,080011,1.0,1.2744195,103.8397292
323 YISHUN CENTRAL YISHUN RIVERGREEN #18-46 SINGAPORE 760323,323,YISHUN CENTRAL,YISHUN RIVERGREEN,18,46,SINGAPORE,760323,323,YISHUN CENTRAL,YISHUN RIVERGREEN,18,46,SINGAPORE,760323,1.0,49.26875085,14.95810733857206
460 #18-95 PASIR RIS DRIVE 4 SINGAPORE 510460,460,PASIR RIS DRIVE 4,,18,95,SINGAPORE,510460,460,PASIR RIS DRIVE 4,,18,95,SINGAPORE,510460,1.0,1.3710624,103.9592426
540 GUILIN BREEZE #10-72 BUKIT BATOK STREET 52 SINGAPORE 650540,540,BUKIT BATOK STREET 52,GUILIN BREEZE,10,72,SINGAPORE,650540,540,BUKIT BATOK STREET 52,GUILIN BREEZE,10,72,SINGAPORE,650540,1.0,1.3544053,103.7512919
113 SERANGOON NORTH AVENUE 1 #06-61 HWI YOH VILLE SINGAPORE 550113,113,SERANGOON NORTH AVENUE 1,HWI YOH VILLE,06,61,SINGAPORE,550113,113,SERANGOON NORTH AVENUE 1,HWI YOH VILLE,06,61,SINGAPORE,550113,1.0,-20.3626546,-40.4428147
8 JALAN KUKOH CHIN SWEE VIEW #03-02 SINGAPORE 162008,8,JALAN KUKOH,CHIN SWEE VIEW,03,02,SINGAPORE,162008,8,JALAN KUKOH,CHIN SWEE VIEW,03,02,SINGAPORE,162008,1.0,38.5295851,-8.8857575
248 GOMBAK VIEW #29-62 BUKIT BATOK EAST AVENUE 5 SINGAPORE 650248,248,BUKIT BATOK EAST AVENUE 5,GOMBAK VIEW,29,62,SINGAPORE,650248,248,BUKIT BATOK EAST AVENUE 5,GOMBAK VIEW,29,62,SINGAPORE,650248,1.0,1.350257,103.7566573
BLOCK 505 BEDOK NORTH AVENUE 3 KAKI BUKIT VILLE #11-76 SINGAPORE 460505,505,BEDOK NORTH AVENUE 3,KAKI BUKIT VILLE,11,76,SINGAPORE,460505,505,BEDOK NORTH AVENUE 3,KAKI BUKIT VILLE,11,76,SINGAPORE,460505,1.0,1.3318127,103.9333331
826 JURONG WEST STREET 81 #08-58 SINGAPORE 640826,826,JURONG WEST STREET 81,,08,58,SINGAPORE,640826,826,JURONG WEST STREET 81,,08,58,SINGAPORE,640826,1.0,1.3459854,103.6946478
110A #08-22 PUNGGOL FIELD SINGAPORE 821110,110A,PUNGGOL FIELD,,08,22,SINGAPORE,821110,110A,PUNGGOL FIELD,,08,22,SINGAPORE,821110,1.0,25.26460323125,83.61424280625
425 THONG CHAI MEDICAL INSTITUTION - ANG MO KIO ANG MO KIO AVENUE 3 #21-69 SINGAPORE 560425,425,ANG MO KIO AVENUE 3,THONG CHAI MEDICAL INSTITUTION - ANG MO KIO,21,69,SINGAPORE,560425,425,ANG MO KIO AVENUE 3,THONG CHAI MEDICAL INSTITUTION - ANG MO KIO,21,69,SINGAPORE,560425,1.0,1.3691198,103.8515393
856B #03-14 TAMPINES ARCADIA TAMPINES STREET 82 SINGAPORE 522856,856B,TAMPINES STREET 82,TAMPINES ARCADIA,03,14,SINGAPORE,522856,856B,TAMPINES STREET 82,TAMPINES ARCADIA,03,14,SINGAPORE,522856,1.0,48.7189697,22.1643166
101 #04-95 BEDOK RESERVOIR ROAD EUNOS VISTA SINGAPORE 470101,101,BEDOK RESERVOIR ROAD,EUNOS VISTA,04,95,SINGAPORE,470101,101,BEDOK RESERVOIR ROAD,EUNOS VISTA,04,95,SINGAPORE,470101,1.0,1.3285193,103.9099538
463 #19-35 ANG MO KIO AVENUE 10  ,463,ANG MO KIO AVENUE 10,,19,35,,,463,ANG MO KIO AVENUE 10,,19,35,,,1.0,46.3144754,11.0480288
264 HDB PUBLIC SHELTERS #09-24 BISHAN STREET 24 SINGAPORE 570264,264,BISHAN STREET 24,HDB PUBLIC SHELTERS,09,24,SINGAPORE,570264,264,BISHAN STREET 24,HDB PUBLIC SHELTERS,09,24,SINGAPORE,570264,1.0,48.357918,26.7556791
411 TAMPINES STREET 41 #05-49 SGM MURNI SINGAPORE 520411,411,TAMPINES STREET 41,SGM MURNI,05,49,SINGAPORE,520411,411,TAMPINES STREET 41,SGM MURNI,05,49,SINGAPORE,520411,1.0,49.2409249,21.8986728
30 MARSILING DRIVE #18-42 MARSILING SAPPHIRE SINGAPORE 730030,30,MARSILING DRIVE,MARSILING SAPPHIRE,18,42,SINGAPORE,730030,30,MARSILING DRIVE,MARSILING SAPPHIRE,18,42,SINGAPORE,730030,1.0,36.056496654,103.825181826
230 BUKIT BATOK EAST AVENUE 3 #17-94 SINGAPORE 650230,230,BUKIT BATOK EAST AVENUE 3,,17,94,SINGAPORE,650230,230,BUKIT BATOK EAST AVENUE 3,,17,94,SINGAPORE,650230,1.0,1.3477981,103.7548284
427 #21-81 SUN PLAZA VIEW TAMPINES STREET 41 SINGAPORE 520427,427,TAMPINES STREET 41,SUN PLAZA VIEW,21,81,SINGAPORE,520427,427,TAMPINES STREET 41,SUN PLAZA VIEW,21,81,SINGAPORE,520427,1.0,1.3595077,103.9485805
391 #22-51 GOODVIEW GARDENS BUKIT BATOK WEST AVENUE 5 SINGAPORE 650391,391,BUKIT BATOK WEST AVENUE 5,GOODVIEW GARDENS,22,51,SINGAPORE,650391,391,BUKIT BATOK WEST AVENUE 5,GOODVIEW GARDENS,22,51,SINGAPORE,650391,1.0,50.1983572,17.5007071
122 SERANGOON NORTH AVENUE 1 #09-63 SINGAPORE 550122,122,SERANGOON NORTH AVENUE 1,,09,63,SINGAPORE,550122,122,SERANGOON NORTH AVENUE 1,,09,63,SINGAPORE,550122,1.0,-20.3563772,-40.4498094
227 BUKIT BATOK CENTRAL #27-30 SINGAPORE 650227,227,BUKIT BATOK CENTRAL,,27,30,SINGAPORE,650227,227,BUKIT BATOK CENTRAL,,27,30,SINGAPORE,650227,1.0,1.3483535,103.7534922
101 CLEMENTI STREET 14 SUNSET WAY RESIDENCE #11-22 SINGAPORE 120101,101,CLEMENTI STREET 14,SUNSET WAY RESIDENCE,11,22,SINGAPORE,120101,101,CLEMENTI STREET 14,SUNSET WAY RESIDENCE,11,22,SINGAPORE,120101,1.0,11.554159633333333,104.9340239
34 MARINE CRESCENT MARINE CRESCENT VILLE #02-69 SINGAPORE 440034,34,MARINE CRESCENT,MARINE CRESCENT VILLE,02,69,SINGAPORE,440034,34,MARINE CRESCENT,MARINE CRESCENT VILLE,02,69,SINGAPORE,440034,1.0,53.16646772222222,45.00380622777778
247 #03-05 BUKIT BATOK EAST AVENUE 5 GOMBAK VIEW SINGAPORE 650247,247,BUKIT BATOK EAST AVENUE 5,GOMBAK VIEW,03,05,SINGAPORE,650247,247,BUKIT BATOK EAST AVENUE 5,GOMBAK VIEW,03,05,SINGAPORE,650247,1.0,1.3499039,103.7569868
618A #01-09 PUNGGOL DRIVE PUNGGOL BREEZE SINGAPORE 821618,618A,PUNGGOL DRIVE,PUNGGOL BREEZE,01,09,SINGAPORE,821618,618A,PUNGGOL DRIVE,PUNGGOL BREEZE,01,09,SINGAPORE,821618,1.0,1.4012003,103.9124992
602 YIO CHU KANG GREEN #25-41 ANG MO KIO AVENUE 5 SINGAPORE 560602,602,ANG MO KIO AVENUE 5,YIO CHU KANG GREEN,25,41,SINGAPORE,560602,602,ANG MO KIO AVENUE 5,YIO CHU KANG GREEN,25,41,SINGAPORE,560602,1.0,1.38076,103.8354254
